frame_index,timestamp,pred,event_cls,x,y
47943,1764853802742.0,0.3326244812382101,0,619.6666870117188,123.33333587646484
48007,1764853804742.0,0.57970833269006,0,619.6666870117188,74.33333587646484
48212,1764853811146.0,0.5729534804960913,0,641.0,90.66667175292967
48223,1764853811490.0,0.6501008877226946,0,643.0,79.0
48233,1764853811802.0,0.3810269932499677,0,637.6666870117188,88.33333587646484
48252,1764853812394.0,0.35687928759357357,0,657.0,124.33333587646484
48256,1764853812518.0,0.34370702145350135,0,650.3333129882812,60.33333587646485
48267,1764853812862.0,0.48541486090318336,0,654.3333740234375,106.0
48276,1764853813146.0,0.38295325582262396,0,642.3333129882812,87.0
48335,1764853814986.0,0.4688107285825979,0,689.3333740234375,110.33333587646484
48375,1764853816238.0,0.3399085826590467,0,600.8333435058594,89.16666412353516
48376,1764853816270.0,0.782984604287053,0,600.3333129882812,89.0
48516,1764853820642.5,0.3783057125532117,0,625.8750152587891,96.58332920074464
48517,1764853820674.0,0.6574532384219767,0,626.6666870117188,96.33332824707033
48560,1764853822015.1428,0.40497022174741676,0,692.0,110.95238276890346
48561,1764853822046.0,0.777628905726959,0,692.0,110.33333587646484
48634,1764853824326.0,0.8536843522708811,0,645.6666259765625,102.33333587646484
48660,1764853825138.0,0.4040213424332785,0,639.0,107.33333587646484
48785,1764853829046.0,0.7540048954058294,0,645.0,85.66666412353516
48822,1764853830199.0,0.7312585262254068,0,672.3333129882812,107.33333587646484
48836,1764853830637.4285,0.9660014337076862,0,653.2698596772693,83.87301127115886
48837,1764853830668.6428,0.9660014337076862,0,653.0714460100446,84.14285278320312
48838,1764853830699.8572,0.9660014337076862,0,652.8730323428199,84.41269429524739
48839,1764853830731.0715,0.9660014337076862,0,652.6746186755952,84.68253580729167
48840,1764853830762.2856,0.9660014337076862,0,652.4762050083706,84.95237731933594
48841,1764853830793.5,0.9660014337076862,0,652.2777913411459,85.2222188313802
48842,1764853830824.7144,0.9660014337076862,0,652.0793776739212,85.49206034342447
48843,1764853830855.9285,0.9660014337076862,0,651.8809640066964,85.76190185546875
48844,1764853830887.1428,0.9660014337076862,0,651.6825503394717,86.03174336751302
48845,1764853830918.3572,0.9660014337076862,0,651.484136672247,86.30158487955728
48846,1764853830949.5715,0.9660014337076862,0,651.2857230050223,86.57142639160156
48847,1764853830980.7856,0.9660014337076862,0,651.0873093377976,86.84126790364583
48848,1764853831012.0,0.9660014337076862,0,650.8888956705729,87.1111094156901
48849,1764853831043.2144,0.9660014337076862,0,650.6904820033482,87.38095092773438
48850,1764853831074.4285,0.9660014337076862,0,650.4920683361236,87.65079243977864
48851,1764853831105.6428,0.9660014337076862,0,650.2936546688989,87.92063395182291
48852,1764853831136.8572,0.9660014337076862,0,650.0952410016741,88.19047546386719
48853,1764853831168.0715,0.9660014337076862,0,649.8968273344494,88.46031697591145
48854,1764853831199.2856,0.9660014337076862,0,649.6984136672247,88.73015848795572
48855,1764853831230.5,0.9660014337076862,0,649.5,89.0
48856,1764853831261.7144,0.9660014337076862,0,649.3015863327753,89.26984151204427
48857,1764853831292.9285,0.9660014337076862,0,649.1031726655506,89.53968302408853
48858,1764853831324.1428,0.9660014337076862,0,648.9047589983259,89.8095245361328
48859,1764853831355.3572,0.9660014337076862,0,648.7063453311011,90.07936604817708
48860,1764853831386.5715,0.9660014337076862,0,648.5079316638764,90.34920756022134
48861,1764853831417.7856,0.9660014337076862,0,648.3095179966518,90.6190490722656
48862,1764853831449.0,0.9660014337076862,0,648.1111043294271,90.88889058430988
48863,1764853831480.2144,0.9660014337076862,0,647.9126906622024,91.15873209635416
48864,1764853831511.4285,0.9660014337076862,0,647.7142769949777,91.42857360839842
48865,1764853831542.6428,0.9660014337076862,0,647.515863327753,91.6984151204427
48866,1764853831573.8572,0.9660014337076862,0,647.3174496605283,91.96825663248696
48867,1764853831605.0715,0.9660014337076862,0,647.1190359933036,92.23809814453124
48868,1764853831636.2856,0.9660014337076862,0,646.9206223260788,92.5079396565755
48869,1764853831667.5,0.9660014337076862,0,646.7222086588541,92.77778116861978
48870,1764853831698.7144,0.9660014337076862,0,646.5237949916294,93.04762268066403
48871,1764853831729.9285,0.9660014337076862,0,646.3253813244048,93.31746419270831
48872,1764853831761.1428,0.9660014337076862,0,646.1269676571801,93.5873057047526
48873,1764853831792.3572,0.9660014337076862,0,645.9285539899554,93.85714721679686
48874,1764853831823.5715,0.9660014337076862,0,645.7301403227307,94.12698872884113
48877,1764853831918.0,0.40030735221944724,0,645.3333129882812,94.33333587646484
48951,1764853834229.2942,0.369054543027732,0,694.372511919807,86.13725235882927
49035,1764853836854.7583,0.3224173908320909,0,698.5689655172414,107.81034982615502
49036,1764853836886.0,0.6899272478817637,0,699.0,107.66667175292967
49248,1764853843507.0,0.3522399190313408,0,706.3333129882812,115.33333587646484
49249,1764853843538.0,0.4180115442142285,0,708.3333740234375,114.66666412353516
49290,1764853844819.7805,0.39552212070421555,0,705.9756097560976,110.45528709597704
49291,1764853844851.0,0.5512814067672853,0,706.0,110.33333587646484
49481,1764853850786.6428,0.343179039984186,0,711.6190098353794,62.85714421953474
49482,1764853850818.0,0.8133475007690902,0,711.6666259765625,61.66666793823242
49649,1764853856034.2,0.3506676679314721,0,773.333349609375,132.4000030517578
49652,1764853856127.8,0.33407339267226205,0,775.3333374023438,131.5999969482422
49653,1764853856159.0,0.9127590910342063,1,776.0,131.3333282470703
49739,1764853858847.0,0.5280491675085421,0,659.3333740234375,150.3333282470703
49753,1764853859283.0,0.34989072576778346,0,654.3333740234375,110.33333587646484
49754,1764853859315.0,0.912419780541254,1,653.0,110.66666412353516
49790,1764853860439.0,0.6063297404390873,0,578.0,405.3333129882813
49849,1764853862281.476,0.5786239483085591,0,594.2380748930432,136.8095238095238
49850,1764853862312.7144,0.5786239483085591,0,595.1904558454241,136.71428571428572
49851,1764853862343.9524,0.5786239483085591,0,596.1428367978051,136.61904761904762
49852,1764853862375.1904,0.5786239483085591,0,597.0952177501861,136.52380952380952
49853,1764853862406.4285,0.5786239483085591,0,598.0475987025669,136.42857142857142
49854,1764853862437.6667,0.5786239483085591,1,598.9999796549479,136.33333333333334
49855,1764853862468.9048,0.5786239483085591,0,599.9523606073288,136.23809523809524
49856,1764853862500.1428,0.5786239483085591,0,600.9047415597098,136.14285714285714
49857,1764853862531.3809,0.5786239483085591,0,601.8571225120908,136.04761904761904
49858,1764853862562.6191,0.5786239483085591,0,602.8095034644717,135.95238095238096
49859,1764853862593.8572,0.5786239483085591,0,603.7618844168527,135.85714285714286
49860,1764853862625.0952,0.5786239483085591,0,604.7142653692337,135.76190476190476
49861,1764853862656.3333,0.5786239483085591,0,605.6666463216146,135.66666666666666
49862,1764853862687.5715,0.5786239483085591,0,606.6190272739956,135.57142857142858
49863,1764853862718.8096,0.5786239483085591,0,607.5714082263764,135.47619047619048
49864,1764853862750.0476,0.5786239483085591,0,608.5237891787574,135.38095238095238
49865,1764853862781.2856,0.5786239483085591,0,609.4761701311384,135.28571428571428
49866,1764853862812.524,0.5786239483085591,0,610.4285510835193,135.1904761904762
49867,1764853862843.762,0.49708481650470815,0,611.3809320359003,135.0952380952381
49911,1764853864219.0,0.8142596192479868,0,709.3333740234375,418.3333129882813
49929,1764853864779.0,0.3976430410302869,0,718.3333740234375,147.6666717529297
49952,1764853865499.0,0.4359709136409913,0,718.3333740234375,119.33333587646484
49959,1764853865719.0,0.5515844599109196,0,725.3333129882812,110.33333587646484
50066,1764853869059.0,0.32851712667259814,0,551.3333740234375,243.6666717529297
50129,1764853871030.2307,0.5356801669455881,0,473.44869777134494,269.39013009542947
50310,1764853876683.0,0.40979057895876314,0,494.3333435058594,219.3333282470703
50504,1764853882743.0,0.36071957817047995,0,561.0,428.6666564941406
50509,1764853882899.0,0.6058534770079995,0,587.0,480.0
50565,1764853884647.0,0.41407186232840826,0,687.0,560.3333129882812
50579,1764853885087.0,0.5397219876558159,0,704.0,560.3333129882812
50594,1764853885555.0,0.699740162326662,0,732.0,470.3333435058594
50619,1764853886335.0,0.7627076959718019,0,786.0,582.0
50645,1764853887147.0,0.5222795193538775,0,826.0,604.0
50714,1764853889303.0,0.5595967570840072,0,797.3333129882812,482.0
50722,1764853889552.0,0.5054031800377398,0,804.6666870117188,572.6666870117188
50834,1764853893051.0,0.6309514393236391,0,798.3333740234375,360.6666564941406
51069,1764853900392.5715,0.454099260059175,0,460.6190359933036,357.8571341378348
51070,1764853900424.0,0.6462878259983453,0,460.6666564941406,357.6666564941406
51091,1764853901080.0,0.3837313405170206,0,439.3333435058594,429.6666564941406
